customerid,systemloanid,loannumber,approveddate,creationdate,loanamount,totaldue,termdays,closeddate,firstduedate,firstrepaiddate
8a858f2c59cb2d550159cbfe2d45028d,301943860,5,2017-06-19 16:23:01,2017-06-19 15:22:54,10000.0,11500.0,15,2017-07-27 21:17:17,2017-07-04,2017-07-27
8a858f6459b2320a0159b23f431f08c6,301830299,3,2017-03-02 22:43:29,2017-03-02 21:43:22,10000.0,13000.0,30,2017-05-10 16:15:23,2017-04-03,2017-05-10
8a858ff455a09f5a0155ad03801b3714,301955937,2,2017-06-29 10:04:35,2017-06-29 09:04:28,10000.0,13000.0,30,2017-07-27 15:32:31,2017-07-31,2017-07-27
8a81894c529babae0152a10bafeb6895,301958299,5,2017-06-30 20:28:11,2017-06-30 19:28:03,40000.0,48000.0,60,2017-07-26 19:42:54,2017-07-31,2017-07-26
8a8588f853b1b2d40153b9792c2a3ace,301880053,16,2017-04-25 14:51:11,2017-04-25 13:51:03,50000.0,52500.0,30,2017-05-21 18:16:33,2017-05-25,2017-05-21
8a85892854a059ed0154aa182dd84489,301949625,1,2017-06-23 19:09:44,2017-06-23 18:08:34,10000.0,13000.0,30,2017-07-26 20:21:36,2017-07-25,2017-07-26
8a858fdb5d19348a015d195225d8074b,301967281,1,2017-07-07 00:32:06,2017-07-06 23:31:38,10000.0,11500.0,15,2017-07-15 12:17:36,2017-07-24,2017-07-15
8a858f235b8bf5bc015b8c24d398238b,301874846,1,2017-04-20 17:43:48,2017-04-20 16:43:37,10000.0,13000.0,30,2017-06-14 09:47:22,2017-05-22,2017-06-14
8a858eb65c3b3074015c441b25e37f6e,301918730,1,2017-05-26 10:46:20,2017-05-26 09:45:11,10000.0,13000.0,30,2017-06-27 12:07:20,2017-06-28,2017-06-27
8a858ffd5c8d343d015c984714ba1a4b,301954744,2,2017-06-28 13:34:51,2017-06-28 12:34:44,10000.0,13000.0,30,2017-07-27 09:02:45,2017-07-28,2017-07-27
8a858e0156b782a10156bb6e91b8089a,301918089,4,2017-05-25 14:00:15,2017-05-25 13:00:08,30000.0,34500.0,30,2017-06-24 12:40:27,2017-06-28,2017-06-24
8a858e6059e0a7080159e4a861cc71eb,301882098,4,2017-04-27 10:51:52,2017-04-27 09:51:46,20000.0,23800.0,30,2017-05-28 18:40:30,2017-05-30,2017-05-28
8a858e9059ff9e79015a020e58724c2e,301961713,1,2017-07-03 18:04:00,2017-07-03 17:02:51,10000.0,11500.0,15,2017-07-19 15:14:21,2017-07-19,2017-07-19
8a858f6155781363015588da6be85231,301792914,8,2017-01-13 17:05:58,2017-01-13 16:05:51,30000.0,36800.0,60,2017-03-14 16:08:12,2017-02-13,2017-02-18
8a858fc25bafabdc015bb0f4d7906643,301919368,2,2017-05-27 07:58:24,2017-05-27 06:58:17,10000.0,13000.0,30,2017-06-23 21:43:43,2017-06-26,2017-06-23
8a8588235375c27f01537f6d1ad53cff,301602707,1,2016-03-16 13:36:24,2016-03-16 12:36:16,10000.0,13000.0,30,2016-04-16 00:02:55,2016-04-15,2016-04-15
8a8588c2546bf75901547b05ad85198b,301858801,4,2017-04-07 07:59:23,2017-04-07 06:59:16,10000.0,13000.0,30,2017-05-04 10:50:44,2017-05-08,2017-05-04
8a8588f5542eb0d401543413be2b3f9b,301720357,5,2016-09-19 11:09:15,2016-09-19 10:09:03,15000.0,16687.5,30,2016-10-19 00:44:56,2016-10-19,2016-10-19
8a85893d53f104eb015409e83f5b166a,301843534,2,2017-03-21 19:17:04,2017-03-21 18:16:48,10000.0,11500.0,15,2017-04-04 20:04:11,2017-04-05,2017-04-04
8a85896653e0641c0153e12a41c550c3,301613677,2,2016-04-23 10:51:17,2016-04-23 09:51:10,10000.0,13000.0,30,2016-05-19 00:03:18,2016-05-23,2016-05-18
8a8589f853f100fb0153f85f57326137,301836166,4,2017-03-11 19:06:14,2017-03-11 18:05:03,20000.0,21800.0,15,2017-03-16 12:39:34,2017-03-27,2017-03-16
8a858e035a187786015a18af59052988,301899120,2,2017-05-10 11:54:53,2017-05-10 10:54:39,10000.0,13000.0,30,2017-06-09 17:39:47,2017-06-09,2017-06-09
8a858e0f5577f57901557ccf46ce3b55,301945634,3,2017-06-20 21:41:28,2017-06-20 20:40:20,10000.0,13000.0,30,2017-07-15 22:16:35,2017-07-24,2017-07-15
8a858e35589c0ac00158b03707026295,301837160,8,2017-03-13 14:20:35,2017-03-13 13:20:27,30000.0,34400.0,30,2017-04-21 17:41:10,2017-04-12,2017-04-21
8a858e535bab293b015bae68dbc4622d,301913755,2,2017-05-19 18:53:13,2017-05-19 17:53:06,10000.0,13000.0,30,2017-06-03 12:38:38,2017-06-19,2017-06-03
8a858e695d1e075c015d2ffe8d7d6371,301972417,1,2017-07-11 06:08:37,2017-07-11 05:07:23,10000.0,11500.0,15,2017-07-22 11:41:08,2017-07-26,2017-07-22
8a858e885b68546c015b757f4a705633,301885932,3,2017-05-01 13:05:12,2017-05-01 12:05:04,10000.0,11000.0,15,2017-05-05 10:48:54,2017-05-16,2017-05-05
8a858e985ccb51e8015ccb62ac37072a,301957418,2,2017-06-30 10:46:12,2017-06-30 09:46:05,10000.0,13000.0,30,2017-07-28 13:49:27,2017-07-31,2017-07-28
8a858ea75b1fd476015b205480bd6adc,301898788,3,2017-05-10 09:03:16,2017-05-10 08:03:09,10000.0,13000.0,30,2017-07-07 17:47:50,2017-06-09,2017-07-07
8a858eba5591bf2801559684235d225f,301865527,3,2017-04-12 09:47:36,2017-04-12 08:47:29,10000.0,11500.0,15,2017-04-24 13:33:21,2017-04-27,2017-04-24
8a858ebd5b254c8b015b2a8321e316b1,301897277,3,2017-05-09 12:39:33,2017-05-09 11:39:24,10000.0,11500.0,15,2017-05-23 13:47:53,2017-05-24,2017-05-23
8a858ece5862630201586465cc5f32eb,301825713,12,2017-02-24 16:29:26,2017-02-24 15:29:17,40000.0,44800.0,30,2017-03-07 14:10:06,2017-03-27,2017-03-07
8a858edb5a70bfe0015a760bb8e321a1,301951227,5,2017-06-25 11:16:41,2017-06-25 10:15:34,20000.0,22250.0,15,2017-07-10 18:00:16,2017-07-10,2017-07-10
8a858ee0560bc0770156222d2ade524c,301927247,4,2017-06-05 06:35:58,2017-06-05 05:35:42,10000.0,13000.0,30,2017-07-02 12:05:57,2017-07-05,2017-07-02
8a858ef25c8393f8015c83e086201108,301951232,1,2017-06-25 11:24:05,2017-06-25 10:22:57,10000.0,13000.0,30,2017-07-24 19:22:09,2017-07-25,2017-07-24
8a858f0455d9feaf0155e4f43181412f,301651574,1,2016-07-14 04:07:13,2016-07-14 03:07:03,10000.0,13000.0,30,2016-08-05 11:49:40,2016-08-15,2016-08-05
8a858f1b5a601b5a015a609f5b984127,301938750,4,2017-06-14 16:58:23,2017-06-14 15:57:16,20000.0,24500.0,30,2017-07-07 15:39:30,2017-07-14,2017-07-07
8a858f24584470a0015850703b290278,301839284,2,2017-03-16 08:38:35,2017-03-16 07:38:28,10000.0,11500.0,15,2017-03-31 09:46:45,2017-03-31,2017-03-31
8a858f365c83961c015c8712fd380b89,301931355,1,2017-06-08 13:26:38,2017-06-08 12:25:28,10000.0,13000.0,30,2017-07-07 14:36:52,2017-07-10,2017-07-07
8a858f4d59f551120159f86e27d740bd,301838515,3,2017-03-15 08:15:50,2017-03-15 07:15:43,10000.0,11500.0,15,2017-03-30 12:23:22,2017-03-30,2017-03-30
8a858f5b5a4d538e015a501ba52552ea,301873910,3,2017-04-19 22:00:10,2017-04-19 21:00:03,20000.0,23800.0,30,2017-05-12 07:33:11,2017-05-19,2017-05-12
8a858f615623747d01562c548649609d,301938907,1,2017-06-14 19:08:16,2017-06-14 18:07:09,10000.0,11500.0,15,2017-06-17 15:09:10,2017-06-29,2017-06-17
8a858f6f5b3f095b015b40f2cd163744,301933984,4,2017-06-10 15:41:22,2017-06-10 14:41:15,20000.0,22250.0,15,2017-06-27 07:24:32,2017-06-28,2017-06-27
8a858f7d5a53db95015a5a093673725a,301956046,4,2017-06-29 11:15:45,2017-06-29 10:15:40,15000.0,18375.0,30,2017-07-28 09:21:26,2017-07-31,2017-07-28
8a858f8a558227f20155915162bd53e0,301840238,3,2017-03-17 11:34:47,2017-03-17 10:34:40,10000.0,13000.0,30,2017-04-27 20:02:20,2017-04-17,2017-04-27
8a858e195d320ff1015d3211a37f011d,301973629,1,2017-07-11 19:33:25,2017-07-11 18:32:12,10000.0,11500.0,15,2017-07-27 13:14:25,2017-07-27,2017-07-27
8a858e625c8d993a015c98e6bf820462,301945730,1,2017-06-20 23:22:44,2017-06-20 22:22:36,10000.0,13000.0,30,2017-07-18 23:55:31,2017-07-20,2017-07-18
8a858eb75c21a2b9015c2ba0610e5061,301939331,2,2017-06-15 08:06:55,2017-06-15 07:06:46,10000.0,11500.0,15,2017-07-11 21:12:25,2017-06-30,2017-07-11
8a858eff5b393484015b393efe3a0bc8,301915107,2,2017-05-22 07:08:39,2017-05-22 06:08:33,10000.0,13000.0,30,2017-06-29 19:36:21,2017-06-21,2017-06-29
8a858f715d18a4cd015d18bdc15a0f9b,301968388,1,2017-07-07 18:24:33,2017-07-07 17:24:17,10000.0,11500.0,15,2017-07-21 15:02:34,2017-07-25,2017-07-21
8a858e0256b781d80156bb503f2d71d7,301785272,3,2017-01-01 13:51:54,2017-01-01 12:51:44,20000.0,23800.0,30,2017-02-04 18:14:32,2017-01-31,2017-02-02
8a858e0f58d4699c0158d4894de00907,301890623,9,2017-05-05 07:58:51,2017-05-05 06:58:45,20000.0,22250.0,15,2017-05-08 13:24:08,2017-05-22,2017-05-06
8a858e1c56dfea870156f52d5ff70e20,301728709,1,2016-09-26 12:02:12,2016-09-26 11:02:01,10000.0,13000.0,30,2016-11-04 00:50:13,2016-10-28,2016-11-04
8a858e225c404292015c416cdcea2c34,301961820,1,2017-07-03 18:25:50,2017-07-03 17:24:43,10000.0,11500.0,15,2017-07-18 21:13:25,2017-07-18,2017-07-18
8a858e3257b91c6d0157cc224b4e0b81,301847508,1,2017-03-27 13:22:21,2017-03-27 12:22:05,10000.0,11500.0,15,2017-04-08 16:45:48,2017-04-11,2017-04-08
8a858e4f58b9f0b40158b9f4ff09011e,301902788,7,2017-05-12 09:51:45,2017-05-12 08:51:39,15000.0,17250.0,30,2017-06-13 09:25:35,2017-06-12,2017-06-13
8a858e59569397d50156944b474d2bb8,301865434,2,2017-04-12 08:28:31,2017-04-12 07:28:17,10000.0,11500.0,15,2017-05-17 19:23:48,2017-04-27,2017-05-17
8a858e625af61555015af661e8003508,301914071,3,2017-05-20 10:00:49,2017-05-20 09:00:42,10000.0,13000.0,30,2017-06-19 18:51:08,2017-06-19,2017-06-19
8a858e655a047d1a015a047d7ad40067,301867850,4,2017-04-14 00:53:15,2017-04-13 23:53:08,20000.0,23800.0,30,2017-05-11 23:15:37,2017-05-15,2017-05-11
8a858e6f5668e01701567140f0f5212c,301707694,2,2016-09-06 19:57:47,2016-09-06 18:57:38,10000.0,13000.0,30,2016-10-04 16:11:06,2016-10-06,2016-10-04
8a858e7d5cb1162b015cb12df2e71466,301952516,1,2017-06-26 16:53:18,2017-06-26 15:52:10,10000.0,13000.0,30,2017-07-26 05:33:21,2017-07-26,2017-07-26
8a858e8e59b6ee010159b7177daa162c,301849525,3,2017-03-29 17:47:40,2017-03-29 16:47:34,10000.0,11500.0,15,2017-04-13 12:22:33,2017-04-13,2017-04-13
8a858e995bfc46c6015bfccf20b3451c,301923663,2,2017-06-01 09:22:11,2017-06-01 08:22:05,10000.0,13000.0,30,2017-07-04 10:36:50,2017-07-03,2017-07-04
8a858eb25b5d2e82015b5d60ec623bec,301878951,1,2017-04-24 16:42:09,2017-04-24 15:41:55,10000.0,13000.0,30,2017-05-05 17:15:54,2017-05-25,2017-05-05
8a858ec6560bc09801561eed02e71124,301781828,5,2016-12-26 19:14:46,2016-12-26 18:14:36,25000.0,29000.0,30,2017-01-17 11:13:42,2017-01-25,2017-01-17
8a858ece5c88b58b015c8cc6fb1660ac,301933230,1,2017-06-09 21:11:14,2017-06-09 20:10:06,10000.0,13000.0,30,2017-07-05 19:33:11,2017-07-10,2017-07-05
8a858eda5c8863ff015c9b7f6a0d0803,301944253,1,2017-06-19 23:42:50,2017-06-19 22:42:43,10000.0,13000.0,30,2017-07-14 20:16:58,2017-07-21,2017-07-14
8a858eee58c2b6220158cf02650a326d,301955160,10,2017-06-28 18:00:22,2017-06-28 17:00:17,35000.0,38500.0,30,2017-07-27 03:51:49,2017-07-28,2017-07-27
8a858ef458d4a52e0158d858eb5d6456,301868442,2,2017-04-14 14:41:51,2017-04-14 13:41:44,10000.0,11500.0,15,2017-04-25 17:24:02,2017-05-02,2017-04-25
8a858f0056b7cf8e0156b85b93c039aa,301692822,1,2016-08-24 09:04:41,2016-08-24 08:04:31,10000.0,13000.0,30,2016-09-23 16:30:07,2016-09-23,2016-09-23
8a858f0656b7820c0156c64dbb2f05f3,301760543,5,2016-11-17 09:44:59,2016-11-17 08:44:49,20000.0,21900.0,15,2016-12-01 03:58:30,2016-12-02,2016-12-01
8a858f0d5a859ac0015a85ce61751c43,301931809,6,2017-06-08 18:40:35,2017-06-08 17:39:29,10000.0,12250.0,30,2017-07-06 17:19:39,2017-07-10,2017-07-06
8a858f1a5a41886c015a41971ef30aba,301882296,3,2017-04-27 13:26:03,2017-04-27 12:25:55,10000.0,13000.0,30,2017-05-25 19:19:36,2017-05-30,2017-05-25
8a858f1f5c59cd91015c5e2eca1f1a04,301927539,1,2017-06-05 11:58:09,2017-06-05 10:58:01,10000.0,11500.0,15,2017-07-06 18:08:50,2017-06-20,2017-07-06
8a858f2e5876d7d0015880cff3b96d0c,301843955,6,2017-03-22 10:39:54,2017-03-22 09:39:36,20000.0,21900.0,15,2017-03-22 12:44:43,2017-04-06,2017-03-22
8a858f345c1075d5015c10c9b9572768,301921134,1,2017-05-29 14:54:19,2017-05-29 13:53:56,10000.0,11500.0,15,2017-06-10 18:11:44,2017-06-13,2017-06-10
8a858f535bf336ac015bf721c64b7bd6,301930150,2,2017-06-07 14:46:54,2017-06-07 13:46:47,10000.0,11500.0,15,2017-06-11 11:34:56,2017-06-22,2017-06-11
8a858f61560bc0e5015613ecc04d30bf,301825644,9,2017-02-24 15:00:02,2017-02-24 13:59:55,25000.0,29000.0,30,2017-03-24 11:47:39,2017-03-27,2017-03-24
8a858f79588789bd015890be99777cf4,301814617,3,2017-02-10 23:24:19,2017-02-10 22:24:13,10000.0,11500.0,15,2017-02-27 01:43:49,2017-02-27,2017-02-27
8a858f7e5c213ef4015c25e43b891f67,301914562,1,2017-05-21 03:46:24,2017-05-21 02:45:16,10000.0,13000.0,30,2017-06-19 20:52:33,2017-06-20,2017-06-19
8a858fa4552add9f01552f0f19e814e4,301832969,9,2017-03-07 08:22:58,2017-03-07 07:22:51,10000.0,13000.0,30,2017-03-31 16:34:28,2017-04-06,2017-03-31
8a858fc15b68ba6a015b71108e115250,301926188,3,2017-06-03 15:41:34,2017-06-03 14:41:28,10000.0,11500.0,15,2017-06-14 20:10:44,2017-06-19,2017-06-14
8a858fcd56b9f22c0156d01a97452dcb,301923757,9,2017-06-01 10:37:55,2017-06-01 09:37:43,10000.0,11000.0,30,2017-06-23 20:21:38,2017-07-03,2017-06-23
8a858fd45a4260bc015a4613981d314c,301899574,3,2017-05-10 15:47:06,2017-05-10 14:46:59,10000.0,13000.0,30,2017-06-09 01:18:27,2017-06-09,2017-06-09
8a858edf5c69a538015c79f5c58d2e07,301945655,1,2017-06-20 22:04:13,2017-06-20 21:03:05,10000.0,11500.0,15,2017-07-06 22:43:23,2017-07-05,2017-07-06
8a858efd5ca70688015caa9a7fda3370,301939345,1,2017-06-15 08:25:14,2017-06-15 07:24:06,10000.0,13000.0,30,2017-07-16 08:28:26,2017-07-17,2017-07-16
8a858f23573921ad0157562d0d7015e4,301858159,1,2017-04-06 16:27:01,2017-04-06 15:26:48,10000.0,11500.0,15,2017-05-04 11:18:45,2017-04-21,2017-05-04
8a858f5b5bee1b11015beeff2cfe4d3a,301898260,1,2017-05-09 22:09:07,2017-05-09 21:08:53,10000.0,13000.0,30,2017-06-08 07:58:22,2017-06-08,2017-06-08
8a858f855bf2f1ad015bf5c0e6c01b8a,301953598,3,2017-06-27 15:26:27,2017-06-27 14:26:20,20000.0,24500.0,30,2017-07-24 16:22:20,2017-07-27,2017-07-24
8a858fa55d37a570015d38332887360d,301975210,1,2017-07-12 21:19:40,2017-07-12 20:18:31,10000.0,11500.0,15,2017-07-25 15:15:34,2017-07-27,2017-07-25
8a858fbc5cc666c8015cc67a0d541497,301945371,1,2017-06-20 18:21:22,2017-06-20 17:20:14,10000.0,13000.0,30,2017-07-14 10:36:10,2017-07-24,2017-07-14
8a858fe95c88ee44015c8d2bd1ea0c40,301976762,1,2017-07-13 22:47:32,2017-07-13 21:47:20,10000.0,11500.0,15,2017-07-24 14:37:22,2017-07-28,2017-07-24
8a858eda5c8863ff015c9dead65807bb,301936563,1,2017-06-12 21:16:45,2017-06-12 20:15:38,10000.0,13000.0,30,2017-07-12 18:50:59,2017-07-12,2017-07-12
8a858f995c5fa060015c63abd4c27a56,301924312,1,2017-06-01 20:16:18,2017-06-01 19:16:04,10000.0,13000.0,30,2017-06-30 15:15:02,2017-07-03,2017-06-30
8a858fed5cabd3a0015cabd44ace0079,301939786,1,2017-06-15 14:08:41,2017-06-15 13:07:31,10000.0,13000.0,30,2017-07-16 14:24:59,2017-07-17,2017-07-16
8a858e135c78e673015c794a54092a97,301935717,1,2017-06-12 10:44:17,2017-06-12 09:43:06,10000.0,13000.0,30,2017-07-12 05:04:52,2017-07-12,2017-07-12
8a858e3d5c3b5122015c3fafb49c3399,301918145,1,2017-05-25 15:01:36,2017-05-25 13:48:59,10000.0,13000.0,30,2017-06-23 20:13:11,2017-06-26,2017-06-23
8a858fdc5b583a67015b583f3b8a0552,301879404,1,2017-04-24 23:51:09,2017-04-24 22:50:56,10000.0,11500.0,15,2017-05-05 21:00:33,2017-05-10,2017-05-05
8a858fe75b48bd45015b48bea120024a,301859426,1,2017-04-07 15:21:04,2017-04-07 14:20:52,10000.0,13000.0,30,2017-05-08 02:02:49,2017-05-08,2017-05-08
8a858ff25b8b1ddb015b8b21ddb703ae,301919472,3,2017-05-27 10:38:08,2017-05-27 09:38:00,10000.0,13000.0,30,2017-06-19 15:37:20,2017-06-26,2017-06-19
8a858ffa55ca72a50155e936d7ad5bf5,301847290,5,2017-03-27 07:48:33,2017-03-27 06:48:26,20000.0,23800.0,30,2017-04-26 12:46:24,2017-04-26,2017-04-26
8a85881053bc33670153c1f814696fb8,301621993,2,2016-05-17 21:53:24,2016-05-17 20:53:14,10000.0,11500.0,15,2016-06-09 00:03:56,2016-06-01,2016-06-01
8a858e705cb15527015cba67fc8e37fb,301942723,1,2017-06-18 13:20:49,2017-06-18 12:19:41,10000.0,13000.0,30,2017-07-15 01:45:28,2017-07-19,2017-07-15
8a858eb4588604f7015888a52ac5111c,301794949,3,2017-01-17 08:46:53,2017-01-17 07:46:46,10000.0,13000.0,30,2017-02-10 11:23:43,2017-02-16,2017-02-10
8a858f7359221635015922db9f9c2653,301828687,4,2017-03-01 07:12:02,2017-03-01 06:11:55,20000.0,23800.0,30,2017-03-30 07:53:45,2017-03-31,2017-03-30
8a85886f543912e30154391ea6a3015f,301949577,6,2017-06-23 18:29:35,2017-06-23 17:28:26,30000.0,34500.0,30,2017-07-24 14:43:06,2017-07-24,2017-07-24
8a8588dc536a1413015381dd2a4f3c5f,301633387,3,2016-06-16 12:07:16,2016-06-16 11:06:41,10000.0,13000.0,30,2017-03-02 19:11:44,2016-07-18,2017-03-02
8a85890453a912500153a9dcd2ff2bdf,301779751,7,2016-12-23 09:09:50,2016-12-23 08:09:36,20000.0,21900.0,15,2017-01-24 23:49:14,2017-01-09,2017-01-24
8a8589595384a85301539875d3d51e79,301607873,2,2016-04-05 13:18:33,2016-04-05 12:18:15,7000.0,9100.0,30,2016-05-06 00:02:09,2016-05-05,2016-05-05
8a8589a453bc422d0153d05a844b6792,301767694,9,2016-12-01 10:21:05,2016-12-01 09:20:51,30000.0,36800.0,60,2017-02-01 20:39:14,2017-01-02,2017-01-02
8a858e0256b781d80156be0f99322ae6,301693850,1,2016-08-24 20:40:44,2016-08-24 19:40:35,10000.0,13000.0,30,2016-09-01 09:14:41,2016-09-23,2016-09-01
8a858e0a5a85cfaa015a85f21a5e0bea,301915106,5,2017-05-22 07:04:59,2017-05-22 06:04:52,10000.0,11500.0,15,2017-06-06 01:26:26,2017-06-06,2017-06-06
8a858e1158dc4d830159015170547d02,301894804,6,2017-05-08 07:37:47,2017-05-08 06:37:41,20000.0,24500.0,30,2017-06-05 13:40:27,2017-06-07,2017-06-05
8a858e1e54e2aa5a0154fbf9330120e1,301785501,5,2017-01-02 06:50:52,2017-01-02 05:50:29,30000.0,36800.0,60,2017-03-01 00:49:49,2017-02-01,2017-02-01
8a858e325b3e903a015b3e9a2fba0b3e,301927257,4,2017-06-05 06:50:03,2017-06-05 05:49:55,20000.0,24000.0,30,2017-06-22 19:17:00,2017-07-05,2017-06-22
8a858e3d570f30bb0157187594143f8f,301863282,8,2017-04-10 18:17:36,2017-04-10 17:17:29,30000.0,34400.0,30,2017-05-10 01:23:15,2017-05-10,2017-05-10
8a858e4f5929c3df0159420645f46f55,301791619,1,2017-01-11 16:26:07,2017-01-11 15:25:50,10000.0,13000.0,30,2017-02-02 10:00:03,2017-02-10,2017-02-02
8a858e5856b7840c0156c183c7966a3a,301711901,2,2016-09-11 00:51:21,2016-09-10 23:51:15,10000.0,13000.0,30,2016-10-14 00:04:06,2016-10-11,2016-10-13
8a858e5f5a4d0511015a52e503b52f20,301873944,4,2017-04-19 22:29:01,2017-04-19 21:28:55,20000.0,21900.0,15,2017-05-04 23:30:22,2017-05-04,2017-05-04
8a858e6d58b0cc520158b1932da631fe,301814915,3,2017-02-11 13:25:47,2017-02-11 12:25:41,10000.0,13000.0,30,2017-03-09 12:23:32,2017-03-13,2017-03-09
8a858e725c360240015c372f0894441b,301957585,4,2017-06-30 12:32:37,2017-06-30 11:32:30,20000.0,24000.0,30,2017-07-29 00:44:32,2017-07-31,2017-07-29
8a858e7d5ab8ce17015abc1e6f9b67ef,301956059,5,2017-06-29 11:27:37,2017-06-29 10:26:29,20000.0,24500.0,30,2017-07-26 21:01:55,2017-07-31,2017-07-26
8a858e8d56b784480156c30ca7157f73,301839813,2,2017-03-16 19:20:52,2017-03-16 18:20:46,10000.0,13000.0,30,2017-04-17 02:19:55,2017-04-17,2017-04-17
8a858e935b496584015b545b32e350e8,301912262,3,2017-05-17 23:26:43,2017-05-17 22:26:36,10000.0,13000.0,30,2017-06-15 21:11:34,2017-06-16,2017-06-15
8a858e9d59f013710159f3efc4683cec,301866941,3,2017-04-13 10:45:50,2017-04-13 09:45:44,10000.0,13000.0,30,2017-06-10 19:30:39,2017-05-15,2017-06-10
8a858ea45b35639b015b37a9cc3b597e,301954479,5,2017-06-28 11:03:04,2017-06-28 10:02:57,10000.0,11500.0,15,2017-07-13 05:14:28,2017-07-13,2017-07-13
8a858eac5ad81473015ad8d9a28031cf,301846658,1,2017-03-26 03:24:10,2017-03-26 02:24:03,10000.0,13000.0,30,2017-04-20 21:31:51,2017-04-25,2017-04-20
8a858eba5c884d2a015c8d36d3fd0056,301933019,1,2017-06-09 17:23:06,2017-06-09 16:21:57,10000.0,11500.0,15,2017-06-20 08:26:26,2017-06-26,2017-06-20
8a858eda552adcc201553e25379825f0,301633390,1,2016-06-16 12:10:18,2016-06-16 11:09:42,10000.0,11500.0,15,2016-07-01 00:25:25,2016-07-01,2016-07-01
8a858ee55cb156e6015cb4b3c2271dc0,301947513,1,2017-06-22 10:44:52,2017-06-22 09:43:41,10000.0,13000.0,30,2017-07-20 06:41:13,2017-07-24,2017-07-20
8a858ee75afc09f4015affcf7ccf4a2b,301897013,3,2017-05-09 10:20:53,2017-05-09 09:20:46,10000.0,11500.0,15,2017-05-12 14:10:46,2017-05-24,2017-05-12
8a858ef7598334a2015983e07e9e3a2d,301949340,7,2017-06-23 15:27:28,2017-06-23 14:27:21,30000.0,34500.0,30,2017-07-27 16:11:00,2017-07-24,2017-07-27
8a858e705b3a03c7015b3cbf6832164c,301919588,1,2017-05-27 13:09:05,2017-05-27 12:08:47,10000.0,13000.0,30,2017-06-28 09:22:27,2017-06-28,2017-06-28
8a858e985b1de32c015b1ed1acf57e0f,301850136,1,2017-03-30 14:34:21,2017-03-30 13:34:10,10000.0,11500.0,15,2017-04-26 11:21:47,2017-04-17,2017-04-26
8a858ea45bd88d04015bd89004950162,301900785,2,2017-05-11 09:49:40,2017-05-11 08:49:32,10000.0,13000.0,30,2017-06-07 06:14:16,2017-06-12,2017-06-07
8a858f145bf23564015bf246b6f90e04,301900030,1,2017-05-10 20:33:12,2017-05-10 19:32:58,10000.0,13000.0,30,2017-06-01 13:05:52,2017-06-09,2017-06-01
8a858f3c5c16cadb015c177e274650b9,301945420,1,2017-06-20 18:59:29,2017-06-20 17:58:20,10000.0,13000.0,30,2017-07-18 14:52:05,2017-07-24,2017-07-18
8a858fce5c360eb7015c37011f014b1d,301942868,1,2017-06-18 16:55:14,2017-06-18 15:54:07,10000.0,11500.0,15,2017-06-30 13:37:33,2017-07-03,2017-06-30
8a858fd858e2f19a0158f507104665f2,301772780,1,2016-12-12 23:22:56,2016-12-12 22:22:39,10000.0,11500.0,15,2016-12-22 18:49:38,2016-12-28,2016-12-22
8a858fed5a28bf0e015a29acfb4b3fcf,301949466,3,2017-06-23 17:09:55,2017-06-23 16:09:48,10000.0,11500.0,15,2017-06-28 18:12:39,2017-07-10,2017-06-28
8a858e6c5c88d145015c93ab0c4d2933,301951531,1,2017-06-25 17:19:11,2017-06-25 16:18:04,10000.0,11500.0,15,2017-07-08 06:59:06,2017-07-10,2017-07-08
8a858fb65b2020b2015b20ab33ab53f8,301851071,1,2017-03-31 13:16:21,2017-03-31 12:16:07,10000.0,11500.0,15,2017-04-26 10:43:50,2017-04-17,2017-04-26
8a858fc45c21da6f015c26afed6d0c03,301947965,2,2017-06-22 15:52:52,2017-06-22 14:52:45,10000.0,13000.0,30,2017-07-08 18:32:45,2017-07-24,2017-07-08
8a858fcd5bd42c30015bd4c4a81b4025,301935653,1,2017-06-12 10:01:07,2017-06-12 08:59:59,10000.0,11500.0,15,2017-06-27 22:27:59,2017-06-28,2017-06-27
8a858fd75bb62bbe015bbdabe1721000,301921618,3,2017-05-30 08:58:28,2017-05-30 07:58:22,20000.0,22250.0,15,2017-06-14 13:10:57,2017-06-14,2017-06-14
8a858fe758dc437a0158fd72d384604e,301929000,6,2017-06-06 15:42:26,2017-06-06 14:42:19,10000.0,11500.0,15,2017-07-06 21:11:44,2017-06-21,2017-07-06
8a858ff55b5d377b015b5d42285f0fed,301881904,2,2017-04-27 07:34:42,2017-04-27 06:34:36,10000.0,13000.0,30,2017-05-26 20:31:34,2017-05-30,2017-05-26
8a858e5c5c361f7d015c3970b6676146,301921065,1,2017-05-29 13:32:56,2017-05-29 12:32:43,10000.0,13000.0,30,2017-06-29 13:01:58,2017-06-30,2017-06-29
8a858f5e5566567d01556f39a8da6f7a,301735244,5,2016-10-03 19:01:28,2016-10-03 18:01:07,20000.0,21500.0,15,2016-10-11 13:51:00,2016-10-18,2016-10-11
8a85880353acff880153b4d9bf104630,301867634,12,2017-04-13 19:07:33,2017-04-13 18:07:19,40000.0,44800.0,30,2017-05-15 14:04:47,2017-05-15,2017-05-15
8a8588dc536a141301537b3f489b0501,301794370,12,2017-01-16 17:46:01,2017-01-16 16:45:38,20000.0,23800.0,30,2017-04-13 15:55:07,2017-02-15,2017-04-13
